title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
Pentagon EL mech,,4,HVAC contractor,"P/56, 9th A Main Rd, HAL 3rd Stage, Sector 12, New Tippasandra, Bengaluru, Karnataka 560075",,"P/56, 9th A Main Rd","P/56, 9th A Main Rd",Bengaluru,560075,Karnataka,IN,"XM94+87 Bengaluru, Karnataka",,,,,,88,ChIJ0VHdzq8TrjsREO5UBz2njwk,"https://www.google.com/maps/place/Pentagon+EL+mech/@12.9683744,77.6534722,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae13afcedd51d1:0x98fa73d0754ee10!8m2!3d12.9683744!4d77.6556609?hl=en","https://www.google.com/maps/search/HVAC+dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1?hl=en",HVAC dealer in Bangalore,"{""lat"":12.9683744,""lng"":77.6556609}",2021-02-05T19:07:46.233Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Aman Shri Engineering,,5,Air compressor repair service,"364, 10th Cross, New Byyappanahalli, Indira Nagar Post, Bengaluru, Karnataka 560038",,"364, 10th Cross, New Byyappanahalli, Indira Nagar Post","364, 10th Cross, New Byyappanahalli, Indira Nagar Post",Bengaluru,560038,Karnataka,IN,"XJJR+H9 Bengaluru, Karnataka",amanshriengineering.in,,,,,80,ChIJ1cTfuboWrjsRTV6vMYrGfdQ,"https://www.google.com/maps/place/Aman+Shri+Engineering/@12.981438,77.6388027,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16bab9dfc4d5:0xd47dc68a31af5e4d!8m2!3d12.981438!4d77.6409914?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.981438,""lng"":77.6409914}",2021-02-05T19:07:50.278Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipOXAOnNf7YpqTYwSXuAGNZAUtooHp1R7J1Ud6Wt=w1920-h1080-k-no""]"
Airgen Projects Inc,,5,HVAC contractor,"#369/F, 1st Floor, Dwarakawasa Road, Bharat Nagar 1st Stage, Magadi Road, above Sree Medicals, Bengaluru, Karnataka 560091",,"#369/F, 1st Floor, Dwarakawasa Road, Bharat Nagar 1st Stage, Magadi Road, above Sree Medicals","#369/F, 1st Floor, Dwarakawasa Road, Bharat Nagar 1st Stage, Magadi Road, above Sree Medicals",Bengaluru,560091,Karnataka,IN,"XFJJ+RM Bengaluru, Karnataka",,,,,,84,ChIJo7f5GXYWrjsRB1KcDkqbN8s,"https://www.google.com/maps/place/Airgen+Projects+Inc/@12.9820437,77.4795539,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae167619f9b7a3:0xcb379b4a0e9c5207!8m2!3d12.9820437!4d77.4817426?hl=en","https://www.google.com/maps/search/HVAC+dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1?hl=en",HVAC dealer in Bangalore,"{""lat"":12.9820437,""lng"":77.4817426}",2021-02-05T19:07:56.366Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
United Diesels,,5,Air compressor repair service,"No-18, 1st Floor, 8th Main, 19th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560055",,"No-18, 1st Floor, 8th Main, 19th Cross Rd","No-18, 1st Floor, 8th Main, 19th Cross Rd",Bengaluru,560055,Karnataka,IN,"2H57+Q6 Bengaluru, Karnataka",,080 2334 7759,,,,78,ChIJD49D3SoWrjsRsbugbqiemA4,"https://www.google.com/maps/place/United+Diesels/@13.0094866,77.5608238,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae162add438f0f:0xe989ea86ea0bbb1!8m2!3d13.0094866!4d77.5630125?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":13.0094866,""lng"":77.5630125}",2021-02-05T19:08:14.762Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipPrq0UsQmUP1b_64nVzFOLKZgO417i3d3D46djR=w1920-h1080-k-no""]"
SAMSUNG AC Washing Machine Refrigerator Service Center Bangalore,,,Air compressor repair service,"Kalpatharu Layout, Akshaya Nagar 2nd Block, Raghavendra Extension, Horamavu, Bengaluru, Karnataka 560016",,,,Bengaluru,560016,Karnataka,IN,,,,1,,,79,ChIJg7O0Q9IRrjsR5MDcBe-a05E,"https://www.google.com/maps/place/SAMSUNG+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@13.0165923,77.6628873,14z/data=!3m1!4b1!4m5!3m4!1s0x3bae11d243b4b383:0x91d39aef05dcc0e4!8m2!3d13.0165929!4d77.6803969?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":13.0165929,""lng"":77.6803969}",2021-02-05T19:08:00.468Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Sanjeevini Air Con Systems,,1,Air compressor repair service,"34, S.Ramesh Rd, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru, Karnataka 560057",,"34, S.Ramesh Rd","34, S.Ramesh Rd",Bengaluru,560057,Karnataka,IN,"2GW8+68 Bengaluru, Karnataka",,090357 04797,,,,75,ChIJG5nhKtY8rjsRjWx81ZAqkPQ,"https://www.google.com/maps/place/Sanjeevini+Air+Con+Systems/@13.0455479,77.5135727,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3cd62ae1991b:0xf4902a90d57c6c8d!8m2!3d13.0455479!4d77.5157614?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":13.0455479,""lng"":77.5157614}",2021-02-05T19:08:26.800Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Godrej Top Loading Air Conditioner- Fully Automatic Repair Center in Sivagiri Township Phase 1,,,Air compressor repair service,"Sivagiri Township Phase 1, Bengaluru, Karnataka 562129",,,,Bengaluru,562129,Karnataka,IN,"3P9H+FW Bengaluru, Karnataka",,,,,,77,ChIJI_G-PCwbrjsRXpfaDdzZbKw,"https://www.google.com/maps/place/Godrej+Top+Loading+Air+Conditioner-+Fully+Automatic+Repair+Center+in+Sivagiri+Township+Phase+1/@13.0687465,77.7276395,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1b2c3cbef123:0xac6cd9dc0dda975e!8m2!3d13.0687465!4d77.7298282?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":13.0687465,""lng"":77.7298282}",2021-02-05T19:08:12.845Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
SAMSUNG AC Washing Machine Refrigerator Service Center Bangalore,,,Air compressor repair service,"Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002",,,,Bengaluru,560002,Karnataka,IN,"XH8M+W3 Bengaluru, Karnataka",,,1,,,76,ChIJHbIotXYXrjsRlOGe79MFacs,"https://www.google.com/maps/place/SAMSUNG+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@12.9673274,77.5805288,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1776b528b21d:0xcb6905d3ef9ee194!8m2!3d12.9673274!4d77.5827175?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9673274,""lng"":77.5827175}",2021-02-05T19:08:18.911Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Voltas Ac Air Conditioner Service Center,,5,Air compressor repair service,"E Block, Santhusapet, Chickpet, Bengaluru, Karnataka 560053",,,,Bengaluru,560053,Karnataka,IN,,,,,,,71,ChIJE0ub0msXrjsRe-Wvs25Yy8A,"https://www.google.com/maps/place/Voltas+Ac+Air+Conditioner+Service+Center/@12.9693158,77.564315,15z/data=!3m1!4b1!4m5!3m4!1s0x3bae176bd29b4b13:0xc0cb586eb3afe57b!8m2!3d12.9693159!4d77.5730698?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9693159,""lng"":77.5730698}",2021-02-05T19:08:41.750Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipNSlDjgJHZlkekZDoDV-aq1aexv8cgFejdSNexb=w1920-h1080-k-no""]"
Panasonic Ac Air Conditioner Service Center,,,Air compressor repair service,"Gavipuram Extension, Gavipura, Kempegowda Nagar, Bengaluru, Karnataka 560019",,,,Bengaluru,560019,Karnataka,IN,"WHX4+3Q Bengaluru, Karnataka",,,,,,74,ChIJiwjYErE_rjsR3ThpxSVcCIs,"https://www.google.com/maps/place/Panasonic+Ac+Air+Conditioner+Service+Center/@12.9477234,77.5547378,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3fb112d8088b:0x8b085c25c56938dd!8m2!3d12.9477234!4d77.5569265?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9477234,""lng"":77.5569265}",2021-02-05T19:08:31.388Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
LG Ac Air Conditioner Service Center,,,Air compressor repair service,"Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",,,,Bengaluru,560038,Karnataka,IN,"XJGV+JC Bengaluru, Karnataka",,,,,,73,ChIJES1OmeEXrjsRIoUaE1mqYjk,"https://www.google.com/maps/place/LG+Ac+Air+Conditioner+Service+Center/@12.9766094,77.6414009,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17e1994e2d11:0x3962aa59131a8522!8m2!3d12.9766094!4d77.6435896?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9766094,""lng"":77.6435896}",2021-02-05T19:08:34.410Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
LG Ac Air Conditioner Service Center,,,Air compressor repair service,"Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560047",,,,Bengaluru,560047,Karnataka,IN,"WJWG+P7 Bengaluru, Karnataka",,,,,,72,ChIJn9DpVVAVrjsRnjZ1HS6PP18,"https://www.google.com/maps/place/LG+Ac+Air+Conditioner+Service+Center/@12.9467898,77.6235008,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae155055e9d09f:0x5f3f8f2e1d75369e!8m2!3d12.9467898!4d77.6256895?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9467898,""lng"":77.6256895}",2021-02-05T19:08:39.252Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
SAMSUNG AC Washing Machine Refrigerator Service Center Bangalore,,,Air compressor repair service,"Ram Mohan Puram, Ramchandrapuram, Srirampura, Bengaluru, Karnataka 560021",,,,Bengaluru,560021,Karnataka,IN,"XHP6+8W Bengaluru, Karnataka",,,1,,,70,ChIJIVIMCRoXrjsR4ye0SnZ0ZJk,"https://www.google.com/maps/place/SAMSUNG+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@12.9857673,77.5601114,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae171a090c5221:0x996474764ab427e3!8m2!3d12.9857673!4d77.5623001?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9857673,""lng"":77.5623001}",2021-02-05T19:08:56.336Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Panasonic Ac Air Conditioner Service Center,,,Air compressor repair service,"Bhuvaneshwari Nagar, Binnipete, Kempapura Agrahara, Bengaluru, Karnataka 560023",,,,Bengaluru,560023,Karnataka,IN,"XHC4+45 Bengaluru, Karnataka",,,,,,69,ChIJ067Bxdk9rjsRzNBwlkclEiE,"https://www.google.com/maps/place/Panasonic+Ac+Air+Conditioner+Service+Center/@12.9702528,77.5533048,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3dd9c5c1aed3:0x211225479670d0cc!8m2!3d12.9702528!4d77.5554935?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9702528,""lng"":77.5554935}",2021-02-05T19:08:57.971Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Panasonic Ac Air Conditioner Service Center,,,Air compressor repair service,"Papaiah Garden, Banagirinagara, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",,,,Bengaluru,560085,Karnataka,IN,"WHH5+2M Bengaluru, Karnataka",,,,,,68,ChIJkW9WKH8_rjsRBeS8GuZUWKM,"https://www.google.com/maps/place/Panasonic+Ac+Air+Conditioner+Service+Center/@12.9275876,77.5569541,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3f7f28566f91:0xa35854e61abce405!8m2!3d12.9275876!4d77.5591428?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9275876,""lng"":77.5591428}",2021-02-05T19:09:04.544Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Computing Servs India,,,Air compressor repair service,"9/1, Mlxmi Chamber, Mahatma Gandhi Road, Mahatma Gandhi Road, Bengaluru, Karnataka 560001",,"9/1, Mlxmi Chamber, Mahatma Gandhi Road, Mahatma Gandhi Road","9/1, Mlxmi Chamber, Mahatma Gandhi Road, Mahatma Gandhi Road",Bengaluru,560001,Karnataka,IN,,,080 2558 4424,,,,66,ChIJLU6lP4cWrjsRVlc83A9Mevw,"https://www.google.com/maps/place/Computing+Servs+India/@12.974624,77.5922306,14z/data=!3m1!4b1!4m5!3m4!1s0x3bae16873fa54e2d:0xfc7a4c0fdc3c5756!8m2!3d12.9746246!4d77.6097402?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9746246,""lng"":77.6097402}",2021-02-05T19:09:21.932Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Allied Enterprises,,,Air compressor repair service,"462, 9th Road, 4th Cross, Hal 3rd Stage, Hal 3rd Stage, Bengaluru, Karnataka 560075",,"462, 9th Road, 4th Cross, Hal 3rd Stage, Hal 3rd Stage","462, 9th Road, 4th Cross, Hal 3rd Stage, Hal 3rd Stage",Bengaluru,560075,Karnataka,IN,"XJ9X+MG Bengaluru, Karnataka",,080 2528 1566,,,,67,ChIJSeCl5QEUrjsRaqOZhGyG_Gs,"https://www.google.com/maps/place/Allied+Enterprises/@12.9692453,77.6466225,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1401e5a5e049:0x6bfc866c8499a36a!8m2!3d12.9692453!4d77.6488112?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9692453,""lng"":77.6488112}",2021-02-05T19:09:29.129Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Panasonic Ac Air Conditioner Service Center,,,Air compressor repair service,"Kadarenahalli Park, Banashankari Stage II, Banashankari Bengaluru, Karnataka 560, Bengaluru, Karnataka 560070",,"Kadarenahalli Park, Banashankari Stage II, Banashankari Bengaluru, Karnataka 560","Kadarenahalli Park, Banashankari Stage II, Banashankari Bengaluru, Karnataka 560",Bengaluru,560070,Karnataka,IN,"WH97+6R Bengaluru, Karnataka",,,,,,64,ChIJFdBOi1UVrjsRVsUWXNzju04,"https://www.google.com/maps/place/Panasonic+Ac+Air+Conditioner+Service+Center/@12.918119,77.5623322,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15558b4ed015:0x4ebbe3dc5c16c556!8m2!3d12.918119!4d77.5645209?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.918119,""lng"":77.5645209}",2021-02-05T19:09:30.583Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
KARNATAKA KOOLING,,,Air compressor repair service,,,,,,,,,,,096638 16180,,,,65,ChIJweaxaBsXrjsRAMvG2Mp_CMw,"https://www.google.com/maps/place/KARNATAKA+KOOLING/@20.1527645,64.4805426,4z/data=!3m1!4b1!4m5!3m4!1s0x3bae171b68b1e6c1:0xcc087fcad8c6cb00!8m2!3d21.1334214!4d82.778933?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":21.1334214,""lng"":82.778933}",2021-02-05T19:09:32.983Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipOgO1tp1UmouSU6ZYSUFfTnXEuOhk3WUSRPMj9Z=w1920-h1080-k-no""]"
LG Ac Air Conditioner Service Center,,,Air compressor repair service,"Sodepur, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008",,,,Bengaluru,560008,Karnataka,IN,"XJCQ+FW Bengaluru, Karnataka",,,,,,63,ChIJRwo6nCAXrjsRvxDJh4Xv2pM,"https://www.google.com/maps/place/LG+Ac+Air+Conditioner+Service+Center/@12.9712206,77.6376172,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17209c3a0a47:0x93daef8587c910bf!8m2!3d12.9712206!4d77.6398059?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9712206,""lng"":77.6398059}",2021-02-05T19:09:45.736Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Voltas Ac Air Conditioner Service Center,,,Air compressor repair service,"Shanthala Nagar, Sampangi Rama Nagar, Bengaluru, Karnataka 560001",,,,Bengaluru,560001,Karnataka,IN,,,,,,,62,ChIJw2j21LgXrjsRsIJJZTQ9VnM,"https://www.google.com/maps/place/Voltas+Ac+Air+Conditioner+Service+Center/@12.9765938,77.5817612,14z/data=!3m1!4b1!4m5!3m4!1s0x3bae17b8d4f668c3:0x73563d34654982b0!8m2!3d12.9765944!4d77.5992708?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9765944,""lng"":77.5992708}",2021-02-05T19:09:46.791Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Kent Office,,5,Water Filter Supplier,"No438, Sarjapura main Road, Near Bescom Office, Attibele, Banglore, Karnataka 562107",,"No438, Sarjapura main Road, Near Bescom Office, Attibele","No438, Sarjapura main Road, Near Bescom Office, Attibele",Banglore,562107,Karnataka,IN,"QQJC+8G Attibele, Karnataka",kent.co.in,096067 85750,1,,,128,ChIJiyNv839xrjsRnl6DfOzzI9I,"https://www.google.com/maps/place/Kent+Office/@12.780815,77.7691323,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae717ff36f238b:0xd223f3ec7c835e9e!8m2!3d12.780815!4d77.771321?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":12.780815,""lng"":77.771321}",2021-02-05T19:10:03.734Z,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipNKUEloFVQ500GM6rn92TgBGPu3oVMlL80SX4cu=w1920-h1080-k-no""]"
SAMSUNG AC Washing Machine Refrigerator Service Center Bangalore,,,Air compressor repair service,"Balepete, Chickpet, Bengaluru, Karnataka 560053",,,,Bengaluru,560053,Karnataka,IN,"XHFG+F9 Bengaluru, Karnataka",,,1,,,61,ChIJhyZ9v-YXrjsRcsEdCVM7SMw,"https://www.google.com/maps/place/SAMSUNG+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@12.9737096,77.5737235,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17e6bf7d2687:0xcc483b53091dc172!8m2!3d12.9737096!4d77.5759122?hl=en","https://www.google.com/maps/search/Air+Compressor+Repair+Service+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Compressor Repair Service in Bangalore,"{""lat"":12.9737096,""lng"":77.5759122}",2021-02-05T19:09:51.785Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
R G WATER AND AIR SLOUTIONS,,5,Health consultant,"#30, 2ed cross penile road ,mahadeswaranagar, Magadi Main Rd, Herohalli, Bengaluru, Karnataka 560091",,"#30, 2ed cross penile road ,mahadeswaranagar, Magadi Main Rd","#30, 2ed cross penile road ,mahadeswaranagar, Magadi Main Rd",Bengaluru,560091,Karnataka,IN,"XFQV+GW Bengaluru, Karnataka",,,,,,124,ChIJgxAESJQ9rjsRl3Yc1NRJQpo,"https://www.google.com/maps/place/R+G+WATER+AND+AIR+SLOUTIONS/@12.9888381,77.4925624,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d9448041083:0x9a4249d4d41c7697!8m2!3d12.9888381!4d77.4947511?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":12.9888381,""lng"":77.4947511}",2021-02-05T19:10:14.029Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipPkCHE6sI5X3N2V_5HHhOmSI7pEqy7AqeKa4svJ=w1920-h1080-k-no""]"
KENT SERVICES CENTRE,,4.4,Water Filter Supplier,"Srinivasnagar, Banashankari, Bengaluru, Karnataka 560050",,,,Bengaluru,560050,Karnataka,IN,"WHM4+7W Bengaluru, Karnataka",kent.co.in,,,,,125,ChIJMZVRVJw_rjsRFPmdeYUp_m8,"https://www.google.com/maps/place/KENT+SERVICES+CENTRE/@12.9332477,77.5551062,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3f9c54519531:0x6ffe2985799df914!8m2!3d12.9332477!4d77.5572949?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":12.9332477,""lng"":77.5572949}",2021-02-05T19:10:15.222Z,,,7,7,"[""https://lh5.googleusercontent.com/p/AF1QipMWeJ1XRy6kjmwArv0ytliKx5mbvK5vjeSleYSG=w1920-h1080-k-no""]"
Mann + Hummel Filter Technology (Sra) Pte Ltd,,,Industrial equipment supplier,"346, 1st Floor, 4th Block, 3rd Cross, 8th Main, Koramangala, Bengaluru, Karnataka 560034",,"346, 1st Floor, 4th Block, 3rd Cross, 8th Main, Koramangala","346, 1st Floor, 4th Block, 3rd Cross, 8th Main, Koramangala",Bengaluru,560034,Karnataka,IN,"WH7X+V5 Bengaluru, Karnataka",mann-hummel.com,080512 17111,,,,127,ChIJ2aVQv10UrjsRYAdcMTra0AU,"https://www.google.com/maps/place/Mann+%2B+Hummel+Filter+Technology+(Sra)+Pte+Ltd/@12.9146288,77.5958,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae145dbf50a5d9:0x5d0da3a315c0760!8m2!3d12.9146288!4d77.5979887?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":12.9146288,""lng"":77.5979887}",2021-02-05T19:10:03.329Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
"Roots Blowers, Twin Lobe Air Blower, Positive Displacement Manufacturers in Bangalore",,5,Industrial vacuum equipment supplier,"Mailsandra, 69/1, 6th Main 6th cross Rd, Vijayashree Layout, Bengaluru, Karnataka 560070",,"Mailsandra, 69/1, 6th Main 6th cross Rd","Mailsandra, 69/1, 6th Main 6th cross Rd",Bengaluru,560070,Karnataka,IN,"2H9W+5V Bengaluru, Karnataka",rootblowersmanufacturers.com,,,,,123,ChIJewsE460XrjsRC_dURiwZIWY,"https://www.google.com/maps/place/Roots+Blowers,+Twin+Lobe+Air+Blower,+Positive+Displacement+Manufacturers+in+Bangalore/@13.0179852,77.5950063,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17ade3040b7b:0x6621192c4654f70b!8m2!3d13.0179852!4d77.597195?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":13.0179852,""lng"":77.597195}",2021-02-05T19:10:18.433Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipPAPFiOgDACp6eYlO775dB6JMPcR9uqa3eCxJ7j=w1920-h1080-k-no""]"
Femco Filters Private Limited,,4.5,Manufacturer,"#28/1, Old Madras Road, Bengaluru - Tirupati Hwy, Virgonagar, Aavalahalli, Bengaluru, Karnataka 560049",,"#28/1, Old Madras Road, Bengaluru - Tirupati Hwy","#28/1, Old Madras Road, Bengaluru - Tirupati Hwy",Bengaluru,560049,Karnataka,IN,"2PQQ+FR Bengaluru, Karnataka",femcofilter.com,080 2847 2334,,,,121,ChIJR2LOfiEQrjsRoOq0JhY9Kn0,"https://www.google.com/maps/place/Femco+Filters+Private+Limited/@13.0387088,77.7373729,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae10217ece6247:0x7d2a3d1626b4eaa0!8m2!3d13.0387088!4d77.7395616?hl=en","https://www.google.com/maps/search/Air+Filter+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Filter Supplier in Bangalore,"{""lat"":13.0387088,""lng"":77.7395616}",2021-02-05T19:10:23.966Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
